day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;timestamp_in_day
-2;2700;INTARIAN_PEPPER_ROOT;9997.0;10.0;9995.0;16.0;;;10011.0;16.0;;;;;10004.0;0.0;2700
-2;2800;INTARIAN_PEPPER_ROOT;9997.0;10.0;9995.0;21.0;;;10008.0;10.0;;;;;10002.5;0.0;2800
-2;2900;INTARIAN_PEPPER_ROOT;9997.0;8.0;9995.0;21.0;;;10008.0;8.0;10011.0;21.0;;;10002.5;0.0;2900
-2;3000;INTARIAN_PEPPER_ROOT;9997.0;8.0;9995.0;19.0;;;10009.0;8.0;10011.0;19.0;;;10003.0;0.0;3000
-2;3100;INTARIAN_PEPPER_ROOT;9998.0;9.0;;;;;10011.0;19.0;;;;;10004.5;0.0;3100
-2;3200;INTARIAN_PEPPER_ROOT;9995.0;22.0;;;;;10011.0;22.0;;;;;10003.0;0.0;3200
-2;3300;INTARIAN_PEPPER_ROOT;9998.0;10.0;9995.0;19.0;;;10009.0;10.0;;;;;10003.5;0.0;3300
-2;3400;INTARIAN_PEPPER_ROOT;9998.0;9.0;9995.0;21.0;;;10009.0;9.0;10011.0;21.0;;;10003.5;0.0;3400
-2;3500;INTARIAN_PEPPER_ROOT;9998.0;11.0;;;;;10012.0;23.0;;;;;10005.0;0.0;3500
-2;3600;INTARIAN_PEPPER_ROOT;9998.0;12.0;9996.0;19.0;;;10009.0;12.0;10012.0;19.0;;;10003.5;0.0;3600
-2;3700;INTARIAN_PEPPER_ROOT;9998.0;9.0;;;;;10009.0;9.0;10012.0;17.0;;;10003.5;0.0;3700
-2;3800;INTARIAN_PEPPER_ROOT;9998.0;8.0;9996.0;20.0;;;10012.0;20.0;;;;;10005.0;0.0;3800
-2;3900;INTARIAN_PEPPER_ROOT;9998.0;11.0;;;;;10009.0;11.0;10012.0;15.0;;;10003.5;0.0;3900
-2;4000;INTARIAN_PEPPER_ROOT;10007.0;7.0;9998.0;11.0;9996.0;20.0;10010.0;11.0;10012.0;20.0;;;10008.5;0.0;4000
-2;4100;INTARIAN_PEPPER_ROOT;9999.0;12.0;9996.0;17.0;;;;;;;;;9999.0;0.0;4100
-2;4200;INTARIAN_PEPPER_ROOT;9996.0;16.0;;;;;10012.0;16.0;;;;;10004.0;0.0;4200
-2;4300;INTARIAN_PEPPER_ROOT;;;;;;;10010.0;11.0;10012.0;25.0;;;10010.0;0.0;4300
-2;4400;INTARIAN_PEPPER_ROOT;9996.0;17.0;;;;;10010.0;9.0;10012.0;17.0;;;10003.0;0.0;4400
-2;4500;INTARIAN_PEPPER_ROOT;9999.0;8.0;9996.0;18.0;;;10010.0;8.0;10013.0;18.0;;;10004.5;0.0;4500
-2;4600;INTARIAN_PEPPER_ROOT;9999.0;8.0;9997.0;19.0;;;10010.0;8.0;10013.0;19.0;;;10004.5;0.0;4600
-2;4700;INTARIAN_PEPPER_ROOT;9999.0;8.0;9997.0;15.0;;;10013.0;15.0;;;;;10006.0;0.0;4700
-2;4800;INTARIAN_PEPPER_ROOT;9999.0;9.0;9997.0;17.0;;;10010.0;9.0;10013.0;17.0;;;10004.5;0.0;4800
-2;4900;INTARIAN_PEPPER_ROOT;9997.0;24.0;;;;;10010.0;9.0;10013.0;24.0;;;10003.5;0.0;4900
-2;5000;INTARIAN_PEPPER_ROOT;9999.0;9.0;;;;;10011.0;9.0;;;;;10005.0;0.0;5000
-2;5100;INTARIAN_PEPPER_ROOT;10000.0;10.0;9997.0;21.0;;;10007.0;7.0;10011.0;10.0;10013.0;21.0;10003.5;0.0;5100
-2;5200;INTARIAN_PEPPER_ROOT;10000.0;11.0;9997.0;15.0;;;10002.0;5.0;10011.0;11.0;10013.0;15.0;10001.0;0.0;5200
-2;5300;INTARIAN_PEPPER_ROOT;10000.0;11.0;9997.0;24.0;;;10011.0;11.0;10013.0;24.0;;;10005.5;0.0;5300
-2;5400;INTARIAN_PEPPER_ROOT;10000.0;9.0;;;;;10011.0;9.0;;;;;10005.5;0.0;5400
-2;5500;INTARIAN_PEPPER_ROOT;9997.0;24.0;;;;;10011.0;10.0;;;;;10004.0;0.0;5500
-2;5600;INTARIAN_PEPPER_ROOT;10000.0;10.0;;;;;10011.0;10.0;10014.0;19.0;;;10005.5;0.0;5600
-2;5700;INTARIAN_PEPPER_ROOT;10000.0;9.0;9998.0;21.0;;;10011.0;9.0;10014.0;21.0;;;10005.5;0.0;5700
-2;5800;INTARIAN_PEPPER_ROOT;10000.0;10.0;;;;;;;;;;;10000.0;0.0;5800
-2;5900;INTARIAN_PEPPER_ROOT;10000.0;12.0;9998.0;20.0;;;10011.0;12.0;10014.0;20.0;;;10005.5;0.0;5900
-2;6000;INTARIAN_PEPPER_ROOT;9998.0;23.0;;;;;10012.0;12.0;10014.0;23.0;;;10005.0;0.0;6000
-2;6100;INTARIAN_PEPPER_ROOT;10001.0;12.0;;;;;10012.0;12.0;10014.0;17.0;;;10006.5;0.0;6100
-2;6200;INTARIAN_PEPPER_ROOT;10001.0;8.0;9998.0;18.0;;;10012.0;8.0;10014.0;18.0;;;10006.5;0.0;6200
-2;6300;INTARIAN_PEPPER_ROOT;10001.0;12.0;9998.0;17.0;;;10012.0;12.0;10014.0;17.0;;;10006.5;0.0;6300
-2;6400;INTARIAN_PEPPER_ROOT;10001.0;8.0;;;;;10012.0;8.0;10014.0;23.0;;;10006.5;0.0;6400
-2;6500;INTARIAN_PEPPER_ROOT;10001.0;10.0;9998.0;19.0;;;10012.0;10.0;10015.0;19.0;;;10006.5;0.0;6500
-2;6600;INTARIAN_PEPPER_ROOT;9999.0;21.0;;;;;10012.0;8.0;10015.0;21.0;;;10005.5;0.0;6600
-2;6700;INTARIAN_PEPPER_ROOT;;;;;;;10012.0;8.0;10015.0;20.0;;;10012.0;0.0;6700
-2;6800;INTARIAN_PEPPER_ROOT;10001.0;8.0;9999.0;21.0;;;10012.0;8.0;10015.0;21.0;;;10006.5;0.0;6800
-2;6900;INTARIAN_PEPPER_ROOT;10001.0;12.0;9999.0;15.0;;;10012.0;12.0;10015.0;15.0;;;10006.5;0.0;6900
-2;7000;INTARIAN_PEPPER_ROOT;10001.0;12.0;;;;;10013.0;12.0;10015.0;25.0;;;10007.0;0.0;7000
-2;7100;INTARIAN_PEPPER_ROOT;10002.0;11.0;9999.0;17.0;;;10013.0;11.0;10015.0;17.0;;;10007.5;0.0;7100
-2;7200;INTARIAN_PEPPER_ROOT;10002.0;9.0;9999.0;20.0;;;10013.0;9.0;10015.0;20.0;;;10007.5;0.0;7200
-2;7300;INTARIAN_PEPPER_ROOT;10002.0;8.0;9999.0;23.0;;;10013.0;8.0;10015.0;23.0;;;10007.5;0.0;7300
-2;7400;INTARIAN_PEPPER_ROOT;10002.0;10.0;9999.0;24.0;;;10015.0;24.0;;;;;10008.5;0.0;7400
-2;7500;INTARIAN_PEPPER_ROOT;;;;;;;10013.0;8.0;10016.0;24.0;;;10013.0;0.0;7500
-2;7600;INTARIAN_PEPPER_ROOT;10002.0;8.0;10000.0;18.0;;;10013.0;8.0;10016.0;18.0;;;10007.5;0.0;7600
-2;7700;INTARIAN_PEPPER_ROOT;10002.0;8.0;10000.0;22.0;;;10013.0;8.0;10016.0;22.0;;;10007.5;0.0;7700
-2;7800;INTARIAN_PEPPER_ROOT;10002.0;8.0;10000.0;18.0;;;10013.0;8.0;10016.0;18.0;;;10007.5;0.0;7800
-2;7900;INTARIAN_PEPPER_ROOT;10002.0;10.0;10000.0;18.0;;;10013.0;10.0;10016.0;18.0;;;10007.5;0.0;7900
-2;8000;INTARIAN_PEPPER_ROOT;;;;;;;10014.0;8.0;10016.0;25.0;;;10014.0;0.0;8000
-2;8100;INTARIAN_PEPPER_ROOT;10000.0;20.0;;;;;10014.0;12.0;10016.0;20.0;;;10007.0;0.0;8100
-2;8200;INTARIAN_PEPPER_ROOT;10003.0;8.0;10000.0;24.0;;;10014.0;8.0;10016.0;24.0;;;10008.5;0.0;8200
-2;8300;INTARIAN_PEPPER_ROOT;10003.0;8.0;10000.0;17.0;;;10014.0;8.0;10016.0;17.0;;;10008.5;0.0;8300
-2;8400;INTARIAN_PEPPER_ROOT;10003.0;9.0;10000.0;15.0;;;10014.0;9.0;10016.0;15.0;;;10008.5;0.0;8400
-2;8500;INTARIAN_PEPPER_ROOT;10003.0;8.0;10000.0;21.0;;;10014.0;8.0;;;;;10008.5;0.0;8500
-2;8600;INTARIAN_PEPPER_ROOT;10003.0;10.0;10001.0;25.0;;;10017.0;25.0;;;;;10010.0;0.0;8600
-2;8700;INTARIAN_PEPPER_ROOT;10003.0;11.0;;;;;10014.0;11.0;;;;;10008.5;0.0;8700
-2;8800;INTARIAN_PEPPER_ROOT;10003.0;12.0;10001.0;19.0;;;10014.0;12.0;10017.0;19.0;;;10008.5;0.0;8800
-2;8900;INTARIAN_PEPPER_ROOT;10003.0;11.0;;;;;10014.0;11.0;;;;;10008.5;0.0;8900
-2;9000;INTARIAN_PEPPER_ROOT;10003.0;11.0;10001.0;20.0;;;;;;;;;10003.0;0.0;9000
-2;9100;INTARIAN_PEPPER_ROOT;10004.0;9.0;10001.0;18.0;;;10015.0;9.0;10017.0;18.0;;;10009.5;0.0;9100
-2;9200;INTARIAN_PEPPER_ROOT;10004.0;10.0;10001.0;20.0;;;10017.0;20.0;;;;;10010.5;0.0;9200
-2;9300;INTARIAN_PEPPER_ROOT;10004.0;10.0;10001.0;15.0;;;10015.0;10.0;10017.0;15.0;;;10009.5;0.0;9300
-2;9400;INTARIAN_PEPPER_ROOT;10004.0;9.0;10001.0;19.0;;;;;;;;;10004.0;0.0;9400
-2;9500;INTARIAN_PEPPER_ROOT;10001.0;16.0;;;;;10015.0;10.0;10018.0;16.0;;;10008.0;0.0;9500
-2;9600;INTARIAN_PEPPER_ROOT;10002.0;20.0;;;;;10015.0;9.0;10018.0;20.0;;;10008.5;0.0;9600
-2;9700;INTARIAN_PEPPER_ROOT;10004.0;9.0;10002.0;25.0;;;10015.0;9.0;10018.0;25.0;;;10009.5;0.0;9700
-2;9800;INTARIAN_PEPPER_ROOT;10004.0;9.0;10002.0;21.0;;;10015.0;9.0;10018.0;21.0;;;10009.5;0.0;9800
-2;9900;INTARIAN_PEPPER_ROOT;;;;;;;10015.0;8.0;;;;;10015.0;0.0;9900
-2;10000;INTARIAN_PEPPER_ROOT;10004.0;8.0;10002.0;24.0;;;10016.0;8.0;10018.0;24.0;;;10010.0;0.0;10000
-2;10100;INTARIAN_PEPPER_ROOT;10005.0;8.0;10002.0;16.0;;;10016.0;8.0;10018.0;16.0;;;10010.5;0.0;10100
-2;10200;INTARIAN_PEPPER_ROOT;10005.0;11.0;;;;;10016.0;11.0;10018.0;17.0;;;10010.5;0.0;10200
-2;10300;INTARIAN_PEPPER_ROOT;10005.0;9.0;10002.0;16.0;;;10018.0;16.0;;;;;10011.5;0.0;10300
-2;10400;INTARIAN_PEPPER_ROOT;10008.0;11.0;10005.0;9.0;;;10016.0;9.0;10018.0;16.0;;;10012.0;0.0;10400
-2;10500;INTARIAN_PEPPER_ROOT;10013.0;5.0;10005.0;9.0;10002.0;22.0;10016.0;9.0;10019.0;22.0;;;10014.5;0.0;10500
-2;10600;INTARIAN_PEPPER_ROOT;10005.0;9.0;10003.0;22.0;;;10016.0;9.0;10019.0;22.0;;;10010.5;0.0;10600
-2;10700;INTARIAN_PEPPER_ROOT;10005.0;12.0;;;;;10016.0;12.0;10019.0;18.0;;;10010.5;0.0;10700
-2;10800;INTARIAN_PEPPER_ROOT;10005.0;12.0;10003.0;21.0;;;10019.0;21.0;;;;;10012.0;0.0;10800
-2;10900;INTARIAN_PEPPER_ROOT;10005.0;11.0;10003.0;22.0;;;10019.0;22.0;;;;;10012.0;0.0;10900
-2;11000;INTARIAN_PEPPER_ROOT;10005.0;9.0;10003.0;17.0;;;10017.0;9.0;;;;;10011.0;0.0;11000
-2;11100;INTARIAN_PEPPER_ROOT;10006.0;12.0;10003.0;15.0;;;10017.0;12.0;10019.0;15.0;;;10011.5;0.0;11100
-2;11200;INTARIAN_PEPPER_ROOT;10006.0;8.0;;;;;10017.0;8.0;;;;;10011.5;0.0;11200
-2;11300;INTARIAN_PEPPER_ROOT;10006.0;10.0;10003.0;21.0;;;10008.0;3.0;10017.0;10.0;10019.0;21.0;10007.0;0.0;11300
-2;11400;INTARIAN_PEPPER_ROOT;10006.0;12.0;;;;;10019.0;15.0;;;;;10012.5;0.0;11400
-2;11500;INTARIAN_PEPPER_ROOT;10006.0;8.0;10003.0;23.0;;;10017.0;8.0;10020.0;23.0;;;10011.5;0.0;11500
-2;11600;INTARIAN_PEPPER_ROOT;10006.0;9.0;10004.0;21.0;;;10017.0;9.0;10020.0;21.0;;;10011.5;0.0;11600
-2;11700;INTARIAN_PEPPER_ROOT;10006.0;10.0;;;;;10017.0;10.0;10020.0;19.0;;;10011.5;0.0;11700
-2;11800;INTARIAN_PEPPER_ROOT;10006.0;8.0;10004.0;21.0;;;10017.0;8.0;10020.0;21.0;;;10011.5;0.0;11800
-2;11900;INTARIAN_PEPPER_ROOT;10009.0;12.0;10006.0;8.0;;;10017.0;8.0;10020.0;21.0;;;10013.0;0.0;11900
-2;12000;INTARIAN_PEPPER_ROOT;10006.0;9.0;;;;;10018.0;9.0;10020.0;20.0;;;10012.0;0.0;12000
-2;12100;INTARIAN_PEPPER_ROOT;10007.0;11.0;10004.0;21.0;;;10018.0;11.0;;;;;10012.5;0.0;12100
-2;12200;INTARIAN_PEPPER_ROOT;10007.0;9.0;10004.0;21.0;;;10018.0;9.0;;;;;10012.5;0.0;12200
-2;12300;INTARIAN_PEPPER_ROOT;10007.0;11.0;10004.0;18.0;;;10018.0;11.0;;;;;10012.5;0.0;12300
-2;12400;INTARIAN_PEPPER_ROOT;10004.0;24.0;;;;;10018.0;12.0;10020.0;24.0;;;10011.0;0.0;12400
-2;12500;INTARIAN_PEPPER_ROOT;;;;;;;10018.0;11.0;10021.0;23.0;;;10018.0;0.0;12500
-2;12600;INTARIAN_PEPPER_ROOT;10007.0;12.0;10005.0;16.0;;;10018.0;12.0;10021.0;16.0;;;10012.5;0.0;12600
-2;12700;INTARIAN_PEPPER_ROOT;;;;;;;10018.0;12.0;;;;;10018.0;0.0;12700
-2;12800;INTARIAN_PEPPER_ROOT;10007.0;12.0;10005.0;17.0;;;10018.0;12.0;10021.0;17.0;;;10012.5;0.0;12800
-2;12900;INTARIAN_PEPPER_ROOT;10005.0;20.0;;;;;10018.0;10.0;10021.0;20.0;;;10011.5;0.0;12900
-2;13000;INTARIAN_PEPPER_ROOT;10007.0;10.0;;;;;10019.0;10.0;10021.0;25.0;;;10013.0;0.0;13000
-2;13100;INTARIAN_PEPPER_ROOT;10008.0;8.0;10005.0;25.0;;;10019.0;8.0;10021.0;25.0;;;10013.5;0.0;13100
-2;13200;INTARIAN_PEPPER_ROOT;10008.0;11.0;;;;;10021.0;23.0;;;;;10014.5;0.0;13200
-2;13300;INTARIAN_PEPPER_ROOT;10008.0;10.0;10005.0;21.0;;;10019.0;10.0;10021.0;21.0;;;10013.5;0.0;13300
-2;13400;INTARIAN_PEPPER_ROOT;10005.0;21.0;;;;;10019.0;9.0;10021.0;21.0;;;10012.0;0.0;13400
-2;13500;INTARIAN_PEPPER_ROOT;10008.0;10.0;10005.0;16.0;;;10019.0;10.0;10022.0;16.0;;;10013.5;0.0;13500
-2;13600;INTARIAN_PEPPER_ROOT;10008.0;12.0;10006.0;25.0;;;10019.0;12.0;10022.0;25.0;;;10013.5;0.0;13600
-2;13700;INTARIAN_PEPPER_ROOT;10008.0;9.0;10006.0;22.0;;;10019.0;9.0;;;;;10013.5;0.0;13700
-2;13800;INTARIAN_PEPPER_ROOT;10008.0;12.0;10006.0;24.0;;;10019.0;12.0;10022.0;24.0;;;10013.5;0.0;13800
-2;13900;INTARIAN_PEPPER_ROOT;10006.0;15.0;;;;;10019.0;9.0;10022.0;15.0;;;10012.5;0.0;13900
-2;14000;INTARIAN_PEPPER_ROOT;10008.0;11.0;10006.0;16.0;;;10022.0;16.0;;;;;10015.0;0.0;14000
-2;14100;INTARIAN_PEPPER_ROOT;10009.0;12.0;10006.0;22.0;;;10020.0;12.0;10022.0;22.0;;;10014.5;0.0;14100
-2;14200;INTARIAN_PEPPER_ROOT;10009.0;9.0;10006.0;18.0;;;10020.0;9.0;10022.0;18.0;;;10014.5;0.0;14200
-2;14300;INTARIAN_PEPPER_ROOT;10009.0;8.0;10006.0;23.0;;;10020.0;8.0;10022.0;23.0;;;10014.5;0.0;14300
-2;14400;INTARIAN_PEPPER_ROOT;10006.0;17.0;;;;;10022.0;17.0;;;;;10014.0;0.0;14400
-2;14500;INTARIAN_PEPPER_ROOT;10009.0;8.0;10006.0;17.0;;;10023.0;17.0;;;;;10016.0;0.0;14500
-2;14600;INTARIAN_PEPPER_ROOT;10009.0;8.0;10007.0;18.0;;;10020.0;8.0;;;;;10014.5;0.0;14600
-2;14700;INTARIAN_PEPPER_ROOT;10009.0;10.0;10007.0;19.0;;;;;;;;;10009.0;0.0;14700
-2;14800;INTARIAN_PEPPER_ROOT;10009.0;11.0;10007.0;25.0;;;10020.0;11.0;10023.0;25.0;;;10014.5;0.0;14800
-2;14900;INTARIAN_PEPPER_ROOT;10009.0;9.0;10007.0;16.0;;;10023.0;16.0;;;;;10016.0;0.0;14900
-2;15000;INTARIAN_PEPPER_ROOT;10009.0;12.0;10007.0;25.0;;;10021.0;12.0;10023.0;25.0;;;10015.0;0.0;15000
-2;15100;INTARIAN_PEPPER_ROOT;10010.0;8.0;10007.0;17.0;;;10021.0;8.0;10023.0;17.0;;;10015.5;0.0;15100
-2;15200;INTARIAN_PEPPER_ROOT;10010.0;9.0;;;;;10021.0;9.0;10023.0;15.0;;;10015.5;0.0;15200
-2;15300;INTARIAN_PEPPER_ROOT;10010.0;10.0;;;;;;;;;;;10010.0;0.0;15300
-2;15400;INTARIAN_PEPPER_ROOT;10010.0;8.0;10007.0;25.0;;;10021.0;8.0;10023.0;25.0;;;10015.5;0.0;15400
-2;15500;INTARIAN_PEPPER_ROOT;10010.0;8.0;;;;;10021.0;8.0;10024.0;18.0;;;10015.5;0.0;15500
-2;15600;INTARIAN_PEPPER_ROOT;10010.0;10.0;10008.0;22.0;;;10021.0;10.0;10024.0;22.0;;;10015.5;0.0;15600
-2;15700;INTARIAN_PEPPER_ROOT;10010.0;10.0;10008.0;21.0;;;10021.0;10.0;10024.0;21.0;;;10015.5;0.0;15700
-2;15800;INTARIAN_PEPPER_ROOT;10010.0;11.0;10008.0;24.0;;;10021.0;11.0;;;;;10015.5;0.0;15800
-2;15900;INTARIAN_PEPPER_ROOT;10010.0;10.0;10008.0;18.0;;;10021.0;10.0;10024.0;18.0;;;10015.5;0.0;15900
-2;16000;INTARIAN_PEPPER_ROOT;10008.0;16.0;;;;;10022.0;9.0;10024.0;16.0;;;10015.0;0.0;16000
-2;16100;INTARIAN_PEPPER_ROOT;10011.0;9.0;;;;;10022.0;9.0;10024.0;16.0;;;10016.5;0.0;16100
-2;16200;INTARIAN_PEPPER_ROOT;10008.0;23.0;;;;;10022.0;8.0;10024.0;23.0;;;10015.0;0.0;16200
-2;16300;INTARIAN_PEPPER_ROOT;10011.0;12.0;10008.0;22.0;;;10022.0;12.0;;;;;10016.5;0.0;16300
-2;16400;INTARIAN_PEPPER_ROOT;10008.0;21.0;;;;;10022.0;10.0;10024.0;21.0;;;10015.0;0.0;16400
-2;16500;INTARIAN_PEPPER_ROOT;10011.0;10.0;10008.0;23.0;;;10022.0;10.0;10025.0;23.0;;;10016.5;0.0;16500
-2;16600;INTARIAN_PEPPER_ROOT;10011.0;9.0;10009.0;20.0;;;10022.0;9.0;10025.0;20.0;;;10016.5;0.0;16600
-2;16700;INTARIAN_PEPPER_ROOT;;;;;;;10022.0;8.0;;;;;10022.0;0.0;16700
-2;16800;INTARIAN_PEPPER_ROOT;10011.0;10.0;10009.0;18.0;;;10022.0;10.0;;;;;10016.5;0.0;16800
-2;16900;INTARIAN_PEPPER_ROOT;10011.0;10.0;10009.0;19.0;;;10022.0;10.0;10025.0;19.0;;;10016.5;0.0;16900
-2;17000;INTARIAN_PEPPER_ROOT;10011.0;9.0;10009.0;23.0;;;10023.0;9.0;;;;;10017.0;0.0;17000
-2;17100;INTARIAN_PEPPER_ROOT;10012.0;9.0;;;;;10023.0;9.0;10025.0;18.0;;;10017.5;0.0;17100
-2;17200;INTARIAN_PEPPER_ROOT;10012.0;10.0;10009.0;15.0;;;10023.0;10.0;10025.0;15.0;;;10017.5;0.0;17200
-2;17300;INTARIAN_PEPPER_ROOT;10012.0;11.0;10009.0;16.0;;;10023.0;11.0;10025.0;16.0;;;10017.5;0.0;17300
-2;17400;INTARIAN_PEPPER_ROOT;10012.0;12.0;10009.0;23.0;;;10023.0;12.0;10025.0;23.0;;;10017.5;0.0;17400
-2;17500;INTARIAN_PEPPER_ROOT;10012.0;10.0;;;;;10026.0;15.0;;;;;10019.0;0.0;17500
-2;17600;INTARIAN_PEPPER_ROOT;10012.0;8.0;10010.0;17.0;;;10023.0;8.0;10026.0;17.0;;;10017.5;0.0;17600
-2;17700;INTARIAN_PEPPER_ROOT;;;;;;;10023.0;12.0;10026.0;19.0;;;10023.0;0.0;17700
-2;17800;INTARIAN_PEPPER_ROOT;10012.0;8.0;10010.0;20.0;;;10023.0;8.0;10026.0;20.0;;;10017.5;0.0;17800
-2;17900;INTARIAN_PEPPER_ROOT;10012.0;8.0;10010.0;16.0;;;10023.0;8.0;10026.0;16.0;;;10017.5;0.0;17900
-2;18000;INTARIAN_PEPPER_ROOT;10012.0;12.0;10010.0;24.0;;;10026.0;24.0;;;;;10019.0;0.0;18000
-2;18100;INTARIAN_PEPPER_ROOT;10013.0;10.0;10010.0;21.0;;;10024.0;10.0;10026.0;21.0;;;10018.5;0.0;18100
-2;18200;INTARIAN_PEPPER_ROOT;10010.0;24.0;;;;;10024.0;11.0;10026.0;24.0;;;10017.0;0.0;18200
-2;18300;INTARIAN_PEPPER_ROOT;10013.0;10.0;10010.0;18.0;;;10024.0;10.0;10026.0;18.0;;;10018.5;0.0;18300
-2;18400;INTARIAN_PEPPER_ROOT;10013.0;9.0;;;;;10024.0;9.0;10026.0;24.0;;;10018.5;0.0;18400
-2;18500;INTARIAN_PEPPER_ROOT;10013.0;9.0;10010.0;22.0;;;10024.0;9.0;10027.0;22.0;;;10018.5;0.0;18500
-2;18600;INTARIAN_PEPPER_ROOT;10013.0;8.0;10011.0;17.0;;;10024.0;8.0;10027.0;17.0;;;10018.5;0.0;18600
-2;18700;INTARIAN_PEPPER_ROOT;10013.0;8.0;10011.0;20.0;;;10024.0;8.0;10027.0;20.0;;;10018.5;0.0;18700
-2;18800;INTARIAN_PEPPER_ROOT;10013.0;8.0;10011.0;25.0;;;10024.0;8.0;;;;;10018.5;0.0;18800
-2;18900;INTARIAN_PEPPER_ROOT;10011.0;18.0;;;;;10024.0;11.0;;;;;10017.5;0.0;18900
-2;19000;INTARIAN_PEPPER_ROOT;10013.0;12.0;10011.0;23.0;;;10025.0;12.0;10027.0;23.0;;;10019.0;0.0;19000
-2;19100;INTARIAN_PEPPER_ROOT;10014.0;8.0;;;;;10027.0;23.0;;;;;10020.5;0.0;19100
-2;19200;INTARIAN_PEPPER_ROOT;10014.0;8.0;10011.0;16.0;;;10025.0;8.0;10027.0;16.0;;;10019.5;0.0;19200
-2;19300;INTARIAN_PEPPER_ROOT;10014.0;9.0;10011.0;18.0;;;10025.0;9.0;10027.0;18.0;;;10019.5;0.0;19300
